project_name,tax_id,commodity,location,region,concession_size,value,value_type,value_unit,year,lat,long
GSR (Wassa) Ltd,324G000112,Gold,Akyempim,Western ,110.22,,Property rate,GHS,2011,5.292,-1.4359
GSR (Wassa) Ltd,324G000112,Gold,Akyempim,Western ,110.22,,Property rate,GHS,2012,5.292,-1.4359
GSR (Wassa) Ltd,324G000112,Gold,Akyempim,Western ,110.22,56000.0,Property rate,GHS,2013,5.292,-1.4359
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,1709490.0,Royalties,GHS,2006,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,1960264.0,Royalties,GHS,2007,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,4644642.0,Royalties,GHS,2008,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,6636492.0,Royalties,GHS,2009,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,9366302.0,Royalties,GHS,2010,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,12573619.0,Royalties,GHS,2011,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,22813726.0,Royalties,GHS,2012,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,23433004.0,Royalties,GHS,2013,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2006,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,              ,Corporate income tax,GHS,2007,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2008,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2009,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2010,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2011,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2012,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Corporate income tax,GHS,2013,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2006,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2007,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2008,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2009,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2010,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2011,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2012,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Ground rent,GHS,2013,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,         ,Dividend,GHS,2006,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,              ,Dividend,GHS,2007,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2008,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2009,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2010,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2011,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2012,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Dividend,GHS,2013,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,13795.0,Property rate,GHS,2006,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,17241.0,Property rate,GHS,2007,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,20967.0,Property rate,GHS,2008,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,20966.0,Property rate,GHS,2009,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Property rate,GHS,2010,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,,Property rate,GHS,2011,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,39239.0,Property rate,GHS,2012,5.5171,-2.0644
GSR (Prestea/Bogoso) Ltd,621G000008,Gold,Prestea/Bogosu,Western ,271.85,39239.0,Property rate,GHS,2013,5.5171,-2.0644
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,11097676.0,Royalties,GHS,2006,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,12209689.0,Royalties,GHS,2007,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,17447492.0,Royalties,GHS,2008,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,23891906.0,Royalties,GHS,2009,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,43747093.0,Royalties,GHS,2010,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,57693232.0,Royalties,GHS,2011,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,102422421.0,Royalties,GHS,2012,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,97439101.74,Royalties,GHS,2013,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,13928380.0,Corporate income tax,GHS,2006,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,13895969.0,Corporate income tax,GHS,2007,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,27731000.0,Corporate income tax,GHS,2008,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Corporate income tax,GHS,2009,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,78650353.0,Corporate income tax,GHS,2010,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,214666712.0,Corporate income tax,GHS,2011,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,285134160.0,Corporate income tax,GHS,2012,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,112642038.0,Corporate income tax,GHS,2013,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2006,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2007,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2008,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2009,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2010,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2011,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2012,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Ground rent,GHS,2013,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,1840000.0,Dividend,GHS,2006,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Dividend,GHS,2007,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Dividend,GHS,2008,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Dividend,GHS,2009,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,14342500.0,Dividend,GHS,2010,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,39722000.0,Dividend,GHS,2011,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,19049000.0,Dividend,GHS,2012,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Dividend,GHS,2013,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,159184.0,Property rate,GHS,2006,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,198972.0,Property rate,GHS,2007,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,210902.0,Property rate,GHS,2008,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,309349.0,Property rate,GHS,2009,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,308754.0,Property rate,GHS,2010,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,,Property rate,GHS,2011,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,473314.0,Property rate,GHS,2012,5.3109351,-1.9924259
Gold Fields (Gh) Ltd,565G000001,Gold,Tarkwa,Western,204.22,285170.0,Property rate,GHS,2013,5.3109351,-1.9924259
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,3513063.0,Royalties,GHS,2006,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,3370783.0,Royalties,GHS,2007,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,4084413.0,Royalties,GHS,2008,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,7791169.0,Royalties,GHS,2009,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,12638871.0,Royalties,GHS,2010,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,18607347.0,Royalties,GHS,2011,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,25032098.0,Royalties,GHS,2012,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,22526890.23,Royalties,GHS,2013,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,6177611.0,Corporate income tax,GHS,2006,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,            ,Corporate income tax,GHS,2007,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,2052824.0,Corporate income tax,GHS,2008,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,7078709.0,Corporate income tax,GHS,2009,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,30472900.0,Corporate income tax,GHS,2010,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,53362556.0,Corporate income tax,GHS,2011,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,14399918.0,Corporate income tax,GHS,2012,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,5589789.0,Corporate income tax,GHS,2013,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2006,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2007,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2008,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2009,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2010,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2011,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2012,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Ground rent,GHS,2013,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,2760000.0,Dividend,GHS,2006,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2007,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2008,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2009,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,4288800.0,Dividend,GHS,2010,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2011,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2012,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Dividend,GHS,2013,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,23714.0,Property rate,GHS,2006,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,37609.0,Property rate,GHS,2007,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Property rate,GHS,2008,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,36783.0,Property rate,GHS,2009,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Property rate,GHS,2010,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,,Property rate,GHS,2011,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,57608.0,Property rate,GHS,2012,5.5141878,-1.8634682
Abosso Goldfields (Gh) Ltd (Damang),614G000005,Gold,Damang,Western,53.4,61035.0,Property rate,GHS,2013,5.5141878,-1.8634682
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,1495487.0,Royalties,GHS,2006,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,1785624.0,Royalties,GHS,2007,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,3282768.0,Royalties,GHS,2008,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,5662177.0,Royalties,GHS,2009,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,17247431.0,Royalties,GHS,2010,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,19129768.0,Royalties,GHS,2011,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,40456808.0,Royalties,GHS,2012,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,42141163.19,Royalties,GHS,2013,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Corporate income tax,GHS,2006,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Corporate income tax,GHS,2007,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Corporate income tax,GHS,2008,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Corporate income tax,GHS,2009,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,15085.0,Corporate income tax,GHS,2010,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,28890606.0,Corporate income tax,GHS,2011,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,151607924.0,Corporate income tax,GHS,2012,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,80176637.0,Corporate income tax,GHS,2013,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,3070.0,Ground rent,GHS,2006,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,1553.0,Ground rent,GHS,2007,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,3060.0,Ground rent,GHS,2008,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Ground rent,GHS,2009,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Ground rent,GHS,2010,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Ground rent,GHS,2011,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Ground rent,GHS,2012,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Ground rent,GHS,2013,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2006,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2007,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2008,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2009,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2010,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2011,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2012,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Dividend,GHS,2013,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,15000.0,Property rate,GHS,2006,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,35000.0,Property rate,GHS,2007,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,35000.0,Property rate,GHS,2008,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,35000.0,Property rate,GHS,2009,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,,Property rate,GHS,2010,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,57492.0,Property rate,GHS,2011,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,57507.0,Property rate,GHS,2012,6.26999,-2.31648
Chirano Gold Mines Ltd,109G000038,Gold,Chirano,Western ,36.34,175000.0,Property rate,GHS,2013,6.26999,-2.31648
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,1304324.0,Royalties,GHS,2006,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,8823620.0,Royalties,GHS,2007,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,12658757.0,Royalties,GHS,2008,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,20656555.0,Royalties,GHS,2009,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,26624466.0,Royalties,GHS,2010,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,47812791.0,Royalties,GHS,2011,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,47038208.0,Royalties,GHS,2012,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,48289010.26,Royalties,GHS,2013,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Corporate income tax,GHS,2006,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Corporate income tax,GHS,2007,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Corporate income tax,GHS,2008,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Corporate income tax,GHS,2009,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Corporate income tax,GHS,2010,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,103297879.0,Corporate income tax,GHS,2011,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,244235080.0,Corporate income tax,GHS,2012,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,178116045.0,Corporate income tax,GHS,2013,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2006,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,77.0,Ground rent,GHS,2007,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2008,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2009,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2010,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2011,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2012,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Ground rent,GHS,2013,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2006,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2007,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2008,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2009,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2010,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2011,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2012,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Dividend,GHS,2013,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Property rate,GHS,2006,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Property rate,GHS,2007,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Property rate,GHS,2008,6.97449,-2.37935
Newmont Ghana Gold Ltd,516G000001,Gold,Kenyase,Brong Ahafo,464.93,,Property rate,GHS,2009,6.97449,-2.37935
